BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5
9,"","оя-0877","Гафаров, Р.","Синтаксис таджикских говоров в сравнительном освещении (простое предложение) (автореф. докт. дисс.)","",,,"","",1980,"Душанбе","","","","","","","","","","","","","","","","","","",""
1,"","оя-0878","","Balkanica. Лингвистические исследования","",,,"","",1979,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-0879","","Soviet oriental studies today. Part I.","",,,"","",1980,"Moscow","","","","","","","","","","","","","","","","","","",""
1,"","оя-0880","","Тезисы VI Всесоюзного симпозиума по психолингвистике и теории коммуникации","",,,"","",1978,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0881","","Семитские языки. Сборник статей","",,,"","",1963,"М.","","","","","","","","Издательство восточной литературы","","","","","","","","","","",""
1,"","оя-0882","","Теория и типология местоимений","",,,"","",1980,"М.","","","","","","","","","","","","","","","","нет","","",""
1,"","оя-0883","","Китайско-русский словарь","",,,"","",1980,"М.","","","","","","","ред. Б.Г. Мудрова, Под","","","","","","","","","нет","","",""
1,"","оя-0884","Березин, Ф. М.; Головин, Б. Н.","Общее языкознание","",,,"","",1979,"М.","","","","","","","",""Просвещение"","","","","","","","","","","",""
1,"","оя-0885","Семереньи, О.","Введение в сравнительное языкознание","",,,"","",1980,"М.","","","","","","","",""Прогресс"","","","","","","","","","","",""
1,"","оя-0886","","Теоретические основы классификации языков мира","",,,"","",1980,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-0887","Завадовский, Ю. Н.; Кацнельсон, И. С.","Мероитский язык","",,,"","",1980,"М.","","","","","","","",""Наука" ГРВЛ","","","","","","","","2 экз.","","",""
1,"","оя-0888","Спешнев, Н. А.","Фонетика китайского языка","",,,"","",1980,"Л.","","","","","","","","ЛГУ","","","","","","","","","","",""
1,"","оя-0889","Маковский, М. М.","Системность и асистемность в языке. Опыт исследования антиномий в лексике и семантике","",,,"","",1980,"М.","","","","","","","",""Наука" ГРВЛ","","","","","","","","","","",""
1,"","оя-0890","Успенский, Б. А.","Первая русская грамматика на родном языке","",,,"","",1975,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-0891","","Славянское языкознание. VII Межд. съезд славистов","",,,"","",1973,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-0892","Редькин, В. А.","Акцентология современного русского литературного языка","",,,"","",1971,"М.","","","","","","","",""Просвещение"","","","","","","","","","","",""
1,"","оя-0893","","Проблема общности алтайских языков","",,,"","",1971,"Л.","","","","","","","",""Наука" ЛО","","","","","","","","","","",""
1,"","оя-0894","Макаев, Э. А.","Проблемы индоевропейской ареальной лингвистики","",,,"","",1964,"М-Л.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-0895","","Лингвистика и поэтика","",,,"","",1979,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-0896","Котелова, Н. З.","Значение слова и его сочетаемость (к формализации в языкознании)","",,,"","",1975,"Л.","","","","","","","",""Наука" ЛО","","","","","","","","","","",""
1,"","оя-0897","","Кетский сборник. Лингвистика","",,,"","",1968,"М.","","","","","","","","ГРВЛ","","","","","","","","","","",""
1,"","оя-0898","","Имя нарицательное и собственное","",,,"","",1978,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-0899","Габучян, Г. М.","Теория артикля и проблемы арабского синтаксиса","",,,"","",1972,"М.","","","","","","","",""Наука" ГРВЛ","","","","","","","","","","",""
1,"","оя-0900","","Вероятностное прогнозирование в речи","",,,"","",1971,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-0901","Кочергина, В. А.","Введение в языковедение. Основы фонетики-фонологии, грамматика","",,,"","",1979,"","","","","","","","","МГУ","","","","","","","","","","",""
1,"","оя-0902","Egerod, Søren","The tattooing of women. Acta Orientalia, 36","",,,"","",1974,"","","","","","","","","","","","","","","","","","","",""
1,"","оя-0903","Egerod, Søren","Phonation types in Chinese and South-East Asian languages. Acta Linguistica Hafniensia. Vol.XIII,№2","",,,"","",1971,"Copenhagen","","","","","","","","","","","","","","","","","","",""
1,"","оя-0904","Egerod, Søren","Verb Inflection in Atayal. Lingua Vol.15, p.251-282","",,,"","",,"","","","","","","","","","","","","","","","","нет","","",""
1,"","оя-0905","Egerod, Søren","Word order and word classes in Atayal. Language, Vol. 42. №2. p.346-396","",,,"","",1966,"","","","","","","","","","","","","","","","","нет","","",""
1,"","оя-0906","Egerod, Søren","Essentials of Shan Phonology and Script. Bulletin of the Institute of History and Philology, Academia Sinica Vol. 29: 291-326","",,,"","",1969,"Taiwan. China","","","","","","","","","","","","","","","","нет","","",""
1,"","оя-0907","Egerod, Søren","The Origin of headhunting. An Atyal Text with Vocabulary. Bulletin of the Institute of History and Philology, Academia Sinica Vol. 39. Part 2","",,,"","",1969,"Taiwan. China","","","","","","","","","","","","","","","","нет","","",""
1,"","оя-0908","","Soviet Oriental Studies Today. Part 2. Bibliography.","",,,"","",1980,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0909","Белл, Роджер Т.","Социолингвистика","",,,"","",1980,"М.","","","","","","","","МО","","","","","","","","нет","","",""
1,"","оя-0910","Долгова, О. В.","Синтаксис как наука о построении речи","",,,"","",1980,"М.","","","","","","","",""Высшая школа"","","","","","","","","","","",""
1,"","оя-0911","Бабакаев, В. Д.","Очерки морфологической структуры ассамского языка","",,,"","",1980,"М.","","","","","","","",""Наука" ГРВЛ","","","","","","","","","","",""
1,"","оя-0912","","Тезисы докладов сов. делегации на 2-й симпозиум ученых социалистических стран (Варшава)","",,,"","",1980,"М.","","","","","","","","","","","","","","","","нет","","",""
1,"","оя-0913","","Тезисы рабочего совещания по морфеме (ноябрь 1980)","",,,"","",1980,"М.","","","","","","","",""Наука" ГРВЛ","","","","","","","","","","",""
1,"","оя-0914","","Русская грамматика. I","",,,"","",1980,"М.","","","","","","","","","","","","","","","","нет","","",""
1,"","оя-0915","","Русская грамматика. II. Синтаксис","",,,"","",1980,"М.","","","","","","","","","","","","","","","","нет","","",""
1,"","оя-0918","","Ономастика Востока","",,,"","",1980,"М.","","","","","","","",""Наука" ГРВЛ","","","","","","","","","","",""
1,"","оя-0919","Золхоев, В. И.","Фонология и морфология агглютинативных языков","",,,"","",1980,"Новосибирск","","","","","","","",""Наука" сибирское отделение","","","","","","","","","","",""
1,"","оя-0920","","Структура текста","",,,"","",1980,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-0921","","Исследования в области грамматики и типологии языков","",,,"","",1980,"","","","","","","","","МГУ","","","","","","","","2 экз.","","",""
1,"","оя-0922","","Бартольдовские чтения. Тезисы","",,,"","",1981,"М.","","","","","","","",""Наука" ГРВЛ","","","","","","","","","","",""
1,"","оя-0923","","Исследования по славянскому языкознанию","",,,"","",1961,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0924","Богородицкий, В. А.","Введение в татарское языкознание","",,,"","",1953,"Казань","","","","","","","","","","","","","","","","","","",""
1,"","оя-0925","Гарипов, Т. М.","Башкирское именное словообразование","",,,"","",1959,"Уфа","","","","","","","","","","","","","","","","","","",""
1,"","оя-0926","Пермяков, Г. Л.","От поговорки до сказки (заметки по общей теории клише)","",,,"","",1970,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-0927","","Вопросы языка и литературы. Вып.4","",,,"","",1964,"М.","","","","","","","","МГИМО","","","","","","","","","","",""
1,"","оя-0928","Ломтев, Т. П.","Из истории синтаксиса русского языка","",,,"","",1954,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0929","Шор, Р. О.; Чемоданов, Н. С.","Введение в языковедение","",,,"","",1945,"М.","","","","","","","","Учпедгиз","","","","","","","","","","",""
1,"","оя-0930","","Проблемы индоевропейского языкознания","",,,"","",1964,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-0931","","Проблема толкования слов в филологических словарях","",,,"","",1963,"Рига","","","","","","","","","","","","","","","","","","",""
1,"","оя-0932","","Вопросы составления описательных грамматик","",,,"","",1961,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0933","","Библиография Японии. (Советские изд. 1917-1958гг.)","",,,"","",1960,"М.","","","","","","","","Издательство восточной литературы","","","","","","","","","","",""
1,"","оя-0934","Дегтерева, Т. А.","Пути развития современной лингвистики. III","",,,"","",1964,"М.","","","","","","","","Издательство социально-экономической литературы "Мысль"","","","","","","","","","","",""
1,"","оя-0935","Попов, А. И.","Из истории лексики языков Восточной Европы","",,,"","",1957,"","","","","","","","","ЛГУ","","","","","","","","","","",""
1,"","оя-0936","Виноградов, В. В.","Сюжет и стиль","",,,"","",1963,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0937","","Географические названия. География","",,,"","",1962,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0938","","Ученые записки. Общее языкознание, грамматика, лексикология и стилистика, т.XIX","",,,"","",1959,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0939","Балашша, Й.","Венгерский язык","",,,"","",1951,"М.","","","","","","","","Изд-во Ин. лит-ры","","","","","","","","","","",""
1,"","оя-0940","","Литература Востока. Сб. статей, вып. 2","",,,"","",1920,"Петербург","","","","","","","","","","","","","","","","","","",""
1,"","оя-0941","Ярцева, В. Н.","Историческая морфология английского языка","",,,"","",1960,"М-Л","","","","","","","","","","","","","","","","","","",""
1,"","оя-0942","Майтинская, К. Е.","Венгерский язык. II, грамматическое словообразование","",,,"","",1959,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0943","","Романо-германская филология","",,,"","",1957,"","","","","","","","","ЛГУ","","","","","","","","","","",""
1,"","оя-0944","Крашенинникова, Е. А.","Новое в немецкой грамматике. вып. 2","",,,"","",1961,"М.","","","","","","","","Учпедгиз","","","","","","","","","","",""
1,"","оя-0945","Крашенинникова, Е. А.","Новое в немецкой грамматике. вып. 3","",,,"","",1963,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0946","Майтинская, К. Е.","Венгерский язык, III. Синтаксис","",,,"","",1960,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0947","Ильин, Б. А.","История английского языка","",,,"","",1938,"М.-Л.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0948","","Грамматика финского языка","",,,"","",1958,"М-Л.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0949","","Японская филология","",,,"","",1968,"","","","","","","","","МГУ","","","","","","","","","","",""
1,"","оя-0950","Эдельман, Д. И.","Основные вопросы лингвистической географии","",,,"","",1968,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-0951","","Сборник статей по языкознанию (памяти М.В. Сергиевского)","",,,"","",1961,"","","","","","","","","МГУ","","","","","","","","","","",""
1,"","оя-0952","Шакрыл, К. С.","Аффиксация в абхазском языке","",,,"","",1961,"","","","","","","","","Абгосиздат.","","","","","","","","","","",""
1,"","оя-0953","","Исследования по грамматике русского литературного языка. Сб. статей","",,,"","",1955,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0954","","Ученые записки Военного Ин-та иностранных языков. 5","",,,"","",1948,"","","","","","","","","","","","","","","","","","","",""
1,"","оя-0955","","Иностранные языки. Сб. статей №1","",,,"","",1965,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0956","Юлдашев, А. А.","Система словообразования и спряжения глагола в башкирском языке","",,,"","",1958,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0957","Киэда, М.","Грамматика японского языка, т.II","",,,"","",1959,"М.","","","","","","","","","","","","","","","","нет","","",""
1,"","оя-0958","Газов-Гинсберг, А. М.","Был ли язык изобразителен в своих истоках?","",,,"","",1965,"М.","","","","","","","",""Наука" ГРВЛ","","","","","","","","","","",""
1,"","оя-0959","Никольский, Л. Б.","Служебные слова в корейском языке","",,,"","",1962,"М.","","","","","","","","Издательство восточной литературы","","","","","","","","","","",""
1,"","оя-0960","","Вопросы грамматики и лексикологии. Ученые записки. Новая серия выпуск II.","",,,"","",1955,"","","","","","","","","ЛГУ","","","","","","","","","","",""
1,"","оя-0961","Касарес, Х.","Введение в современную лексикографию","",,,"","",1958,"М.","","","","","","","","Изд. Ин. лит-ры","","","","","","","","","","",""
1,"","оя-0962","Покровский, М. М.","Избранные работы по языкознанию","",,,"","",1959,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0963","","Исследования по сравнительной грамматике тюркских языков. IV. Лексика","",,,"","",1962,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0964","Виноградов, В. А.","Консонантизм и вокализм русского языка. Практическая фонология","",,,"","",1971,"","","","","","","","","МГУ","","","","","","","","","","",""
1,"","оя-0965","","Советское востоковедение. III","",,,"","",1945,"М-Л.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0966","","Советское востоковедение. IV. 1949","",,,"","",1949,"М.-Л.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0967","","Иностранные языки. Сб. статей, №2","",,,"","",1966,"М.","","","","","","","","ВИИЯ","","","","","","","","","","",""
1,"","оя-0968","Белов, А. И.","А. М. Пешковский как лингвист и методист","",,,"","",1958,"М.","","","","","","","","Учпедгиз","","","","","","","","","","",""
1,"","оя-0969","Сергиевский, М. В.","Введение в романское языкознание","",,,"","",1952,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0970","Миханкова, В. А.","Николай Яковлевич Марр. Очерк его жизни и научной деятельности","",,,"","",1948,"М.-Л.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0971","Маслов, Ю. С.","Морфология глагольного вида в современном болгарском литературном языке","",,,"","",1963,"М-Л.","","","","","","","","","","","","","","","","нет","","",""
1,"","оя-0972","Михайлов, М. С.","Исследования по грамматике турецкого языка. Перифрастические формы турецкого глагола","",,,"","",1965,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0973","Трубачев, О. Н.","Происхождение названий домашних животныхв славянских языках","",,,"","",1960,"М.","","","","","","","","","","","","","","","","нет","","",""
1,"","оя-0974","Шифман, И. Ш.","Финикийский язык","",,,"","",1963,"М.","","","","","","","","Издательство восточной литературы","","","","","","","","","","",""
1,"","оя-0975","","Ученые записки. Вып. 7. Серия филологическая","",,,"","",1961,"М.","","","","","","","","ИМО","","","","","","","","","","",""
1,"","оя-0976","","Исследования по современному русскому языку","",,,"","",1970,"","","","","","","","","МГУ","","","","","","","","","","",""
1,"","оя-0977","Колпакчи, Е. М.","Очерки по истории японского языка. т. I, Морфология глагола","",,,"","",1956,"М-Л.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0978","Бертагаев, Т. А.; Цыдендамбаев, Ц. Б.","Грамматика бурятского языка. Синтаксис","",,,"","",1962,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0979","Майшев, И. И.","Грамматика коми-пермяцкого языка","",,,"","",1940,"М-Л.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0980","","Романо-германская филология. Вып. 3","",,,"","",1961,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0981","","Ученые записки НИИ языка, литературы и истории Чуваш. АССР. Вып. XII","",,,"","",1955,"Чебоксары","","","","","","","","","","","","","","","","","","",""
1,"","оя-0982","Обнорский, С. П.","Культура русского языка","",,,"","",1948ы,"М-Л.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0983","Божно, Л. И.","Артикль в современном немецком языке","",,,"","",1956,"М.","","","","","","","","Учпедгиз","","","","","","","","","","",""
1,"","оя-0984","Жуковская, Л. П.","Новгородские берестяные грамоты","",,,"","",1959,"М.","","","","","","","","Учпедгиз","","","","","","","","","","",""
1,"","оя-0985","Панов, М. В.","И все-таки она хорошая. Рассказ о русской орфографии","",,,"","",1964,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-0986","Левин, В. Д.","Краткий очерк истории русского литературного языка","",,,"","",1958,"М.","","","","","","","","Учпедгиз","","","","","","","","","","",""
1,"","оя-0987","Векслер, Б. Х.; Юрик, В. А.","Латышский язык. Самоучитель. Изд. 3","",,,"","",1979,"Рига","","","","","","","","","","","","","","","","","","",""
1,"","оя-0988","","Philippine Journal of Linguistics. V. II, №1 Июнь 1980","",,,"","",,"","","","","","","","","","","","","","","","","","","",""
1,"","оя-0989","Никифорова, Л. А.","Язык волоф.","",,,"","",1981,"М.","","","","","","","","","","","","","","","","2 экз.","","",""
1,"","оя-0990","Москалев, А. А.","Политика КНР в национально-языковом вопросе","",,,"","",1981,"М.","","","","","","","","","","","","","","","","нет","","",""
1,"","оя-0991","Кубрякова, Е. С.","Типы языковых значений. Семантика производного слова","",,,"","",1981,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-0992","Терентьев-Катанский, А. П.","Книжное дело в государстве тангутов","",,,"","",1981,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-0993","","Разыскания по общему и китайскому языкознанию","",,,"","",1980,"М.","","","","","","","",""Наука" ГРВЛ","","","","","","","","","","",""
1,"","оя-0994","","Ономастика Средней Азии","",,,"","",1980,"Фрунзе","","","","","","","",""ИЛИМ"","","","","","","","","","","",""
1,"","оя-0995","Ярцева, В. Н.","Контрастивная грамматика","",,,"","",1981,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-0996","Рубинчик, Ю. А.","Основы фразеологии персидского языка","",,,"","",1981,"М.","","","","","","","","","","","","","","","","нет","","",""
1,"","оя-0997","Мухин, А. М.","Синтаксемный анализ и проблема уровней языка","",,,"","",1980,"Лен.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0998","","Първи международен конгрес по българистика. Първа национална младежка школа по езикознание.","",,,"","",1981,"София","","","","","","","","","","","","","","","","","","",""
1,"","оя-0999","Дьячков, М. В.","Язык крио","",,,"","",1981,"М.","","","","","","","",""Наука" ГРВЛ","","","","","","","","","","",""
1,"","оя-1000","Дьячков, М. В.; Леонтьев, А. А.; Торсуева, Е. И.","Язык ток-писин (неомеланезийский)","",,,"","",1981,"М.","","","","","","","","","","","","","","","","нет","","",""
1,"","оя-1001","","Ономастика и грамматика","",,,"","",1981,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1002","","Методика и лингвитика (Ин. язык для науч. раб.)","",,,"","",1981,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1003","Задоенко, Т. П.","Ритмическая организация потока китайской речи","",,,"","",1980,"М","","","","","","","",""Наука" ГРВЛ","","","","","","","","","","",""
1,"","оя-1004","","Этническая история народов Восточной и Юго- Восточной Азии в древности и средние века","",,,"","",1981,"М.","","","","","","","",""Наука" ГРВЛ","","","","","","","","","","",""
1,"","оя-1005","Итс, Р. Ф.","Этническая история юга восточной Азии","",,,"","",1972,"Л.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1006","Филин, Ф. П.","Истоки и судьбы русского литературного языка","",,,"","",1981,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1007","Евдошенко, А. П.","Сопоставительный синтаксис разносистемных языков","",,,"","",1981,"Кишинев","","","","","","","","","","","","","","","","нет","","",""
1,"","оя-1008","Степанов, Ю. С.","Имена-предикаты-предложения","",,,"","",1981,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1009","","Новое в зарубежной лингвистике, вып. 10. Лингв. семантика","",,,"","",1981,"М.","","","","","","","",""Прогресс"","","","","","","","","","","",""
1,"","оя-1010","Аракин, В. Д.","Таитянский язык","",,,"","",1981,"М.","","","","","","","",""Наука" ГРВЛ","","","","","","","","3 экз.","","",""
1,"","оя-1011","","Востоковедение, №8. Филологические исследования","",,,"","",1981,"Л.","","","","","","","","ЛГУ","","","","","","","","","","",""
1,"","оя-1012","","Мавританский диалект арабского языка (хассания)","",,,"","",1981,"М","","","","","","","Завадовский, Ю. Н.","","","","","","","","","нет","","",""
1,"","оя-1013","Sirk, Yu K. H.","The South Sulawesi Group and Neighbouring Languages. J. Indonesia Circle (London). JC. №25, June-81 (%)","",,,"","",1981,"London","","","","","","","","","","","","","","","","","","",""
1,"","оя-1014","","Сравнительно-историческое изучение языков разных семей. Современное состояние и проблемы","",,,"","",1981,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1015","Наумкин, В. В.; Порхомовский, В. Я.","Очерки по этнолингвистике Сокотры","",,,"","",1981,"М.","","","","","","","","","","","","","","","","нет","","",""
1,"","оя-1016","Исаев, М. И.","Язык эсперанто","",,,"","",1981,"М.","","","","","","","",""Наука" ГРВЛ","","","","","","","","","","",""
1,"","оя-1017","","Теория языка. Методы его исследования и преподавания","",,,"","",1981,"Л-д","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1018","","История лингвистических учений. Средневековый восток","",,,"","",1981,"Л.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1019","","Общее и прикладное языкознание. Указатель литературы. 1968-1972, т.1, 2. Т. 1 Общие проблемы теоретического языкознания. Т. 2 Взаимодействие уровней. Фонетика и фонология. Морфонология","",,,"","",1981,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-1020","Фролова, О. П.","Словообразование в терминологической лексике современного китайского языка","",,,"","",1981,"Новосибирск","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1021","А.А.Серкина","Символы рабства в древнем Китае","",,,"","",1982,"М.","","","","","","","",""Наука" ГРВЛ","","","","","","","","","","",""
1,"","оя-1022","","Типы наддиалектных форм языка","",,,"","",1981,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1023","","Новое в зарубежной лингвистике выпуск11","",,,"","",1982,"М.","","","","","","","",""Прогресс"","","","","","","","","","","",""
1,"","оя-1024","","Семиотика и информатика. Вып. 18, ВИНИТИ","",,,"","",1982,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-1025","Chandra, Purna Thoudam","A grammatical sketch of meiteiron. Diss. doctor of philos. in Linguistics.","",,,"","",1980,"New-Dehli","","","","","","","","Centre for Linguistics \& English School of Languages Jawaharlal Nehru University","","","","","","","","","","",""
1,"","оя-1026","Почепцов, Г. Г.","Конструктивный анализ структуры предложения","",,,"","",1971,"Киев","","","","","","","","","","","","","","","","","","",""
1,"","оя-1027","","Восточное языкознание. Факультативность","",,,"","",1982,"М.","","","","","","","",""Наука" ГРВЛ","","","","","","","","","","",""
1,"","оя-1028","Ганди, К. Л.","Языковая политика в современной Индии","",,,"","",1982,"М.","","","","","","","",""Наука" ГРВЛ","","","","","","","","","","",""
1,"","оя-1029","","Лингвистическая география и проблемы истории языка. ч.1, (VI Всесоюз. совещание по вопросам диалектологии и истории языка)","",,,"","",1981,"Нальчик","","","","","","","","","","","","","","","","","","",""
1,"","оя-1030","Мишкуров, Э. Н.","Типологическая характеристика арабского языка. Методическая разработка","",,,"","",1977,"М.","","","","","","","","ВИИЯ","","","","","","","","","","",""
1,"","оя-1031","Мишкуров, Э. Н.","Алжирский диалект арабского языка","",,,"","",1982,"М.","","","","","","","",""Наука" ГРВЛ","","","","","","","","","","",""
1,"","оя-1032","Филин, Ф. П.","Очерки по теории языкознания","",,,"","",1982,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1033","Елизаренкова, Т. Я.","Грамматика ведийского языка","",,,"","",1982,"М.","","","","","","","","","","","","","","","","нет","","",""
1,"","оя-1034","","Вариантность как свойство языковой системы (Тезисы докладов) ч.I, II","",,,"","",1982,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-1034-удалена","Parfionovich, J. M.","The written tibetan language","",,,"","",1982,"М.","","","","","","","","","","","","","","","","2 экз.","","",""
1,"","оя-1035-1","Кенесбаева, С. С.","Спектральный анализ гуттуральных согласных арабского литературного языка","",,,"","",1982,"Алма-Ата","","","","","","","","","","","","","","","","2 экз.","","",""
1,"","оя-1035-2","Syromiatnikov, N. A.","The ancient Japanese language","",,,"","",1981,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1036","","Семантические типы предикатов","",,,"","",1982,"М.","","","","","","","","","","","","","","","","нет","","",""
1,"","оя-1037","Завадовский, Ю. Н.","Тунисский диалект арабского языка","",,,"","",1979,"М.","","","","","","","","","","","","","","","","нет","","",""
1,"","оя-1038","","Вопросы африканского языкознания. Вып. II","",,,"","",1983,"М.","","","","","","","Громова, Н. В.","МГУ","","","","","","","","Сборник статей?","","",""
1,"","оя-1039","Сирк, Ю. Х.","Региональная и историческая адаптация культур в юго-восточной Азии","",,,"","",1982,"М.","","","","","","","","","","","","","","","","Сборник статей? Сирк есть как соавтор","","",""
1,"","оя-1040","","Новое в зарубежной лингвистике. Вып.XIII,. Логика и лингвистика","",,,"","",1982,"М.","","","","","","","","","","","","","","","","нет","","",""
1,"","оя-1041","Журавлев, В. К.","Внешние и внутренние факторы языковой эволюции","",,,"","",1982,"М.","","","","","","","",""Наука"","","","","","","","","2 экз.","","",""
1,"","оя-1042","Никольский, Л. Б.","Национальный вопрос в странах Востока","",,,"","",1982,"М.","","","","","","","",""Наука" ГРВЛ","","","","","","","","сборник статей? как один из авторов","","",""
1,"","оя-1043","Дыбо, В. А.","Славянская акцентология. Опыт реконструкции системы акцентных парадигм в праславянском","",,,"","",1981,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1044","","Новое в зарубежной лингвистике. Вып. XII. Прикладная лингвистика. Логика и лингвистика. Выпуск XIII","",,,"","",1983, 1982,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-1045","Айхенвальд, А. Ю.","Вопросы восточного языкознания","",,,"","",1983,"М.","","","","","","","",""Наука" ГРВЛ","","","","","","","","2 экз. Сборник статей. Как один из авторов?","","",""
1,"","оя-1046","Благонравова, Ю. Л.","Очерки по синтаксису простого предложения в бирманском языке","",,,"","",1971,"М.","","","","","","","",""Наука" ГРВЛ","","","","","","","","в авторах нет","","",""
1,"","оя-1047","","Категория притяжательности в славянских и балканских языках. Тезисы","",,,"","",1983,"М.","","","","","","","","","","","","","","","","нет","","",""
9,"","оя-1048","Алпатов, В. М.","Проблемы морфемы и слова в современном японском языке. Автореф. докт. дисс.","",,,"","",1983,"М.","","","","","","","","","","","","","","","","нет","","",""
1,"","оя-1049","Алпатов, В. М.","Лингвистические задачи","",,,"","",1983,"М.","","","","","","","","","","","","","","","","нет","","",""
1,"","оя-1050","Самарина, И. В.","Proceedings of the Sixth International Congress of Phonetic Sciences. Prague 1967","",,,"","",1970,"Prague","","","","","","","","","","","","","","","","","","",""
1,"","оя-1051","","Phonetica Pragensia. Acta Univ. Carolinal, Philologica, 6","",,,"","",1967,"Praha","","","","","","","","","","","","","","","","universita karlova-praha","","",""
1,"","оя-1052","","Теоретические основы классификации языков мира. Проблемы родства","",,,"","",1982,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1053","Зиндер, Л. Р.; Маслов, Ю. С.","Л.В. Щерба - лингвист-теоретик и педагог.","",,,"","",1982,"Л-д","","","","","","","","","","","","","","","","","","",""
1,"","оя-1054","","Русская разговорная речь. Фонетика, морфология, лексика, жест.","",,,"","",1983,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
9,"","оя-1055","Ефимов, А. Ю.","Проблемы фонологической реконструкции прото-катуического языка.","",,,"","",1983,"М.","","","","","","","","","","","","","","","","нет","","",""
1,"","оя-1056","","Типология результативных конструкций","",,,"","",1983,"Л-д.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1057","Кубрякова, Е. С.; Панкрац, Ю. Г.","Морфонология в описании языков","",,,"","",1983,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
